0.27472,0.27537,0.27603,0.28228,0.27636,0.23887,0.24347,0.24150,0.24413,0.24577,0.05304,0.05501,0.05567,0.05896,0.05698,-48.18797,-4014.00000
0.27406,0.27735,0.27636,0.27406,0.27373,0.24347,0.24248,0.24018,0.24084,0.24314,0.05600,0.05435,0.05534,0.05402,0.05764,-48.50878,-4013.00000
0.27439,0.28031,0.27570,0.27932,0.27998,0.24281,0.24380,0.24643,0.24084,0.24150,0.05698,0.05929,0.05304,0.05435,0.05304,-48.50878,-4012.00000
0.27209,0.27965,0.27209,0.27505,0.28097,0.24676,0.24347,0.24084,0.24479,0.24281,0.05731,0.05402,0.05501,0.05501,0.05698,-48.38899,-4011.00000
0.27373,0.27866,0.27537,0.27768,0.27801,0.24314,0.24577,0.23854,0.24380,0.24314,0.05402,0.05633,0.05633,0.05698,0.05304,-48.38899,-4010.00000
0.27241,0.27307,0.27833,0.28031,0.27636,0.24018,0.24216,0.24084,0.23920,0.23689,0.05337,0.05731,0.05238,0.05501,0.05731,-48.38563,-4009.00000
0.27866,0.27505,0.28031,0.27406,0.27833,0.24709,0.24380,0.24512,0.24150,0.24051,0.05665,0.05633,0.05139,0.05435,0.05665,-48.38563,-4008.00000
0.28162,0.27998,0.27702,0.28064,0.27044,0.24479,0.24051,0.23722,0.24347,0.24216,0.05402,0.05764,0.05962,0.05271,0.05600,-48.76913,-4007.00000
0.27603,0.28031,0.27702,0.27340,0.27603,0.23722,0.24775,0.24281,0.24544,0.24183,0.05830,0.05567,0.05271,0.05369,0.05863,-48.76913,-4006.00000
0.27176,0.27801,0.27636,0.28360,0.27866,0.23459,0.24347,0.24051,0.24544,0.24314,0.05863,0.05665,0.05600,0.05041,0.05468,-49.28033,-4005.00000
0.27636,0.27636,0.27866,0.28425,0.27866,0.24150,0.23854,0.23854,0.23952,0.24183,0.05172,0.05633,0.05402,0.05468,0.05402,-49.28033,-4004.00000
0.27274,0.27373,0.27965,0.27603,0.27801,0.24216,0.24018,0.24150,0.24117,0.24314,0.05402,0.05435,0.05205,0.05567,0.05567,-49.67159,-4003.00000
0.27735,0.28129,0.27439,0.27011,0.28294,0.24051,0.23952,0.24479,0.24216,0.24512,0.05797,0.05139,0.05402,0.05600,0.05567,-49.67159,-4002.00000
0.27636,0.27603,0.27406,0.27537,0.27735,0.24183,0.24183,0.24248,0.23952,0.24084,0.05534,0.05731,0.05106,0.05764,0.05468,-50.58347,-4001.00000
0.28129,0.27833,0.27241,0.27735,0.27636,0.24314,0.24314,0.24446,0.24939,0.23985,0.05041,0.05633,0.05402,0.05172,0.05369,-50.58347,-4000.00000
0.27274,0.27702,0.27801,0.27307,0.27307,0.23788,0.23887,0.24347,0.24084,0.24084,0.05698,0.05402,0.05567,0.05369,0.05534,-50.31085,-3999.00000
0.27965,0.27702,0.28064,0.27735,0.28097,0.24281,0.24018,0.24183,0.24676,0.24183,0.05435,0.05271,0.05205,0.05534,0.05698,-50.31085,-3998.00000
0.27998,0.27307,0.27932,0.27801,0.27472,0.23985,0.24281,0.24610,0.24248,0.23952,0.05534,0.05369,0.05337,0.05271,0.05797,-50.39278,-3997.00000
0.28064,0.27669,0.27801,0.27735,0.27866,0.24380,0.24018,0.24544,0.24314,0.24216,0.05435,0.05633,0.05633,0.05238,0.05797,-50.39278,-3996.00000
0.27833,0.27636,0.27110,0.27899,0.27373,0.24183,0.23821,0.24084,0.24183,0.24577,0.05830,0.05501,0.05337,0.05600,0.05698,-50.36277,-3995.00000
